Name,Category,Address,Borough,Neighborhood,Latitude,Longitude,id,Rating,Price_cat,Tips,Likes
SDL Digitaler Buchdruck,Office,Zehrensdorfer Str. 11,Tempelhof-Schöneberg,Marienfelde,52.411098520717644,13.37731510923365,4d1c1c0cfd7bb60c4f8e9be1,5,2,94,77.0
Post | Postbank,Post Office,Malteserstraße 170-172,Tempelhof-Schöneberg,Marienfelde,52.416874,13.361589,58d2a7cb03e29a695b622001,6,4,58,15.0
Thürmann Bäckerei & Konditorei,Bakery,Marienfelder Allee 101,Tempelhof-Schöneberg,Marienfelde,52.417538,13.367557,50222b4fe4b06ad0b7429c88,5,3,76,3.0
H Emmichstraße,Bus Stop,Malteserstr.,Tempelhof-Schöneberg,Marienfelde,52.427568987450904,13.356999092003047,4da3195c9aa4721e90641c1a,6,2,66,5.0
Backstop (im Kaiser's),Bakery,Hildburghauser Str.31,Tempelhof-Schöneberg,Marienfelde,52.4132120570617,13.354615048571548,516ff4cc498ed3c43b1a15b8,4,3,24,185.0
Kfz-Service Ernst,Auto Workshop,Zehrensdorferstr. 9,Tempelhof-Schöneberg,Marienfelde,52.411063,13.378102,5e96f0441173a20007eb2122,5,4,33,119.0
Helgoland-Apotheke,Pharmacy,Hildburghauser Straße 5D,Tempelhof-Schöneberg,Marienfelde,52.41254,13.35973,58946c10bf1a6d219a0e8213,5,3,62,224.0
Steinecke,Bakery,Nahmitzer Damm 26,Tempelhof-Schöneberg,Marienfelde,52.40838792981855,13.37200570674824,4fe07c39e4b062b31d0dde78,4,4,39,58.0
Burn Out,Motorcycle Shop,Zehrensdorfer Str. 9,Tempelhof-Schöneberg,Marienfelde,52.410955710157495,13.378258164570124,544684d2498eb68f7c9dfce3,5,1,80,44.0
Packstation 299,Shipping Store,Hildburghauser Str. 7,Tempelhof-Schöneberg,Marienfelde,52.41262,13.358779,587a721bf22995732dfc4297,5,2,31,222.0
Bäckerei & Konditorei Lehmann,Bakery,Marienfelder Allee 99,Tempelhof-Schöneberg,Marienfelde,52.41764175118919,13.367142677307129,4e00f47d922ecbc92f4a573f,5,4,83,264.0
DR. KADE Pharmazeutische Fabrik,Factory,Rigistraße 2,Tempelhof-Schöneberg,Marienfelde,52.412025,13.378162,57bd3bfa498eb4b466a187eb,5,3,40,49.0
Berliner Sparkasse,Bank,Hildburghauser Str. 29,Tempelhof-Schöneberg,Marienfelde,52.413153114691276,13.354657034892087,50d17e6ee4b0807ea40b75f7,4,4,42,109.0
sauna meteliza,Sauna / Steam Room,marienfelderallee 201,Tempelhof-Schöneberg,Marienfelde,52.40845089730029,13.359097187622833,536661c5498ef8322dbba5e0,5,2,28,37.0
GEERS Hörgeräte,Medical Supply Store,Hildburghauser Str. 5c,Tempelhof-Schöneberg,Marienfelde,52.41248001280541,13.359943635581999,54f87cd0498e0ef045839567,5,3,63,250.0
H Tirschenreuther Ring,Bus Stop,Hildburghauser Str.,Tempelhof-Schöneberg,Marienfelde,52.41332594310028,13.354836275832094,5288ec2711d23a6e551a1d23,5,2,14,269.0
Tennisclub Heilandsweide,Tennis Court,An Der Heilandsweide,Tempelhof-Schöneberg,Marienfelde,52.416247,13.371172,5739dd9e498ef89f97eb8f63,6,2,2,122.0
H Ahrensdorfer Str.,Bus Stop,Marienfelder Allee,Tempelhof-Schöneberg,Marienfelde,52.40889,13.359288,583a17816d349d057458b03a,6,2,12,150.0
Russia,Grocery Store,Marienfelder Allee 93,Tempelhof-Schöneberg,Marienfelde,52.417985369707445,13.36696069499056,50574944e4b0a13303e6f41e,5,4,59,98.0
Kiepert-Schule,Elementary School,Prechtlstr. 21-23,Tempelhof-Schöneberg,Marienfelde,52.41650036363743,13.374078536792906,503f7aa7e4b08e50ffd4e6db,5,3,80,224.0
"Reifen-Müller, Georg Müller",Automotive Shop,Malteserstraße 181,Tempelhof-Schöneberg,Marienfelde,52.4144209,13.3624544,53217278498eabd84431c1e6,5,4,69,189.0
GWP AG,Office,Malteserstr. 170-172,Tempelhof-Schöneberg,Marienfelde,52.41566686256032,13.36169413617323,508fa327e4b0e6b442752a92,5,2,47,61.0
Apotheke im Marienfelder Tor,Pharmacy,Marienfelder Allee 212-220,Tempelhof-Schöneberg,Marienfelde,52.407890298044144,13.35733793483662,4fb62e55e4b0be3c195106ff,5,1,22,86.0
Semperlux Berlin,Building,Motzenerstrasse,Tempelhof-Schöneberg,Marienfelde,52.40888662878664,13.374942463152955,4da69d9893a04785b9043555,5,3,39,158.0
STAHLGRUBER GmbH | Berlin,Automotive Shop,Nahmitzer Damm 29,Tempelhof-Schöneberg,Marienfelde,52.40985879999999,13.3776687,5a37cacd2be4255325a69578,5,3,97,137.0
Edeka aktiv markt,Supermarket,Marienfelde Allee 88,Tempelhof-Schöneberg,Marienfelde,52.418458515528314,13.367875984071459,4e23e4fbe4cdf685919ddf4a,5,2,67,9.0
Fahrschule Nawrath,Driving School,Marienfelder Allee 197,Tempelhof-Schöneberg,Marienfelde,52.40866,13.359460000000013,5606695a498e5f7c0b74045c,5,4,74,106.0
Sprint Tankstelle Torsten Heinbuch,Gas Station,Hildburghauser Str. 27C,Tempelhof-Schöneberg,Marienfelde,52.41313,13.35483,54debd18498eff11e32e12ff,5,3,86,74.0
Franziska Weber-Waldhoff | Fachärztin für Allgemeinmedizin,Doctor's Office,Marienfelder Allee 212,Tempelhof-Schöneberg,Marienfelde,52.40809,13.35777,582dc9e39dc8d03f6e546f32,5,3,85,190.0
Betten Jumbo,Furniture / Home Store,Motzenerstr 5,Tempelhof-Schöneberg,Marienfelde,52.4090904758358,13.377373966829088,4f2d25d5e4b09d49e825e5cd,6,3,15,99.0
Carl-Zeiss-Oberschule,High School,Barnetstraße 12-14,Tempelhof-Schöneberg,Lichtenrade,52.394353725415016,13.403792381286621,4f0eb9ece4b0254b4e025b49,6,1,74,13.0
H John-Locke-Straße,Bus Stop,John-Locke-Str.,Tempelhof-Schöneberg,Lichtenrade,52.391716,13.4017315,56d542de498e17b81db13bc3,5,2,74,97.0
Dorfteich,Lake,Al-Lichtenrade,Tempelhof-Schöneberg,Lichtenrade,52.394468421073874,13.407356767795264,51c863d12fc6ae7a525ac17e,5,3,39,175.0
Tankstelle GO,Gas Station,Barnetstraße 16,Tempelhof-Schöneberg,Lichtenrade,52.39456301809036,13.398652245529025,4cb625f0f6616dcbe0c6dc08,5,1,96,191.0
Zahnarztpraxis Karen Mairose,Dentist's Office,John-Locke-Straße 18 A,Tempelhof-Schöneberg,Lichtenrade,52.392404,13.400569,500d6369e4b0db14bdbc6014,5,4,73,124.0
Lidl,Supermarket,Lichtenrader Damm 219,Tempelhof-Schöneberg,Lichtenrade,52.39298857833039,13.407269278541207,4fcf61183ac6d9ec99037418,5,4,42,291.0
REWE,Supermarket,Steinstraße 37-41,Tempelhof-Schöneberg,Lichtenrade,52.38785102189003,13.398086945171144,4caf3b471463a14305bf92a9,5,2,62,158.0
S Lichtenrade,Light Rail Station,Bahnhofstr.,Tempelhof-Schöneberg,Lichtenrade,52.38704668523969,13.396368026733398,4beac41b61aca593ed1e8400,5,1,89,173.0
Restaurant Reisel,German Restaurant,Alt-Lichtenrade 83,Tempelhof-Schöneberg,Lichtenrade,52.394627199509436,13.411238218261333,4da1dd0eb3e7236a216a1279,5,4,24,18.0
pauls burger & flammkuchen,Burger Joint,Bahnhofstr. 39,Tempelhof-Schöneberg,Lichtenrade,52.38711820391449,13.396540184247243,52c180cc11d2fa701a4fbee5,5,2,43,110.0
Eiscafé Moin Moin,Ice Cream Shop,Bahnhofsstr. 39,Tempelhof-Schöneberg,Lichtenrade,52.38676395410129,13.399806244072067,4f64bcc2e4b0788a8f852843,5,4,96,232.0
La Vado,Pizza Place,Wünsdorfer Str. 107,Tempelhof-Schöneberg,Lichtenrade,52.38869809528369,13.394595837088017,505ebacde4b0351d972cc42b,5,3,51,78.0
Döner XXL,Doner Restaurant,Bahnhofstr. 23,Tempelhof-Schöneberg,Lichtenrade,52.39746098739664,13.400282836029646,4f09d7f2e4b0596c9018f0d6,5,2,76,83.0
schönwiese.kommunikation,Design Studio,Lichtenrader Damm 209a,Tempelhof-Schöneberg,Lichtenrade,52.394379934230805,13.407252164481205,51614b10e4b067ab37611a38,5,3,66,247.0
exner Bäckerei Café Snack,Bakery,Groß-Ziethener Straße 35,Tempelhof-Schöneberg,Lichtenrade,52.39450877997899,13.407421783728843,574aa6a9498e6894877f329a,6,3,7,125.0
H Lichtenrader Damm / Barnetstraße,Bus Stop,Lichtenrader Damm,Tempelhof-Schöneberg,Lichtenrade,52.39451036509989,13.407461175670335,545b1f63498eed3b54eff0c1,5,1,47,74.0
Post | Postbank,Post Office,Bahnhofstr. 5-6,Tempelhof-Schöneberg,Lichtenrade,52.386704652008504,13.406255489871832,4d3ff99dde17a09356b4f36b,5,2,54,62.0
Bäcker Wiedemann,Bakery,Bahnhofstraße 11,Tempelhof-Schöneberg,Lichtenrade,52.3867923115609,13.40468525090443,4dd4e64e1f6ec4e0bb83edba,5,3,2,268.0
Schreiben & Basteln,Paper / Office Supplies Store,Bahnhofstr. 54,Tempelhof-Schöneberg,Lichtenrade,52.386771704598225,13.40465204120727,4f50715fe4b02bef427d9fc6,5,3,12,95.0
Commerzbank,Bank,Bahnhofstr. 12-13,Tempelhof-Schöneberg,Lichtenrade,52.386745199369244,13.40466892328631,4e805f1c0aaf1e977ca4058f,5,2,42,243.0
Susanne's Reisebüro,Travel Agency,Bahnhofstr. 10,Tempelhof-Schöneberg,Lichtenrade,52.38677516367133,13.404690668381416,55d5bf54498edf2c6b61c2c1,5,2,57,191.0
Blumen Hinterstoisser,Flower Shop,Lichtenrader Damm 22,Tempelhof-Schöneberg,Lichtenrade,52.398949,13.407172,4fe6d98ee4b08674ca8f57ce,5,3,92,88.0
Riedinger Eck (Thürmann),Bakery,Bahnhofstr.,Tempelhof-Schöneberg,Lichtenrade,52.38671467812141,13.400686751379999,5729a561498e635663517b32,5,4,94,256.0
Lindner Esskultur,Deli / Bodega,Bahnhofstr. 48,Tempelhof-Schöneberg,Lichtenrade,52.38669,13.402506,5b28b27d75dcb7002c61aba3,5,2,14,231.0
Rossmann,Drugstore,Bahnhofstraße 8,Tempelhof-Schöneberg,Lichtenrade,52.3867699658641,13.404690818430021,4dd4e814183859a589acdb68,5,2,43,140.0
Foto Wichern,Photography Studio,Bahnhofstr. 51,Tempelhof-Schöneberg,Lichtenrade,52.38660835143727,13.40315532216315,4ddfb0d4c65bb5e319d77613,5,3,96,262.0
Erdmann - Schmitt Friseure,Salon / Barbershop,Bahnhofstr. 55,Tempelhof-Schöneberg,Lichtenrade,52.3866937,13.405318299999976,592597c41c0b34629c41654a,5,2,12,54.0
Lichtenrader Bücherstube,Bookstore,Bahnhofstr. 25,Tempelhof-Schöneberg,Lichtenrade,52.38677018956226,13.404657987729614,4ea369d40cd6fc5af3d9655a,5,3,90,6.0
Amplifon Hörgeräte Berlin,Medical Supply Store,Bahnhofstraße 53,Tempelhof-Schöneberg,Lichtenrade,52.38649336994067,13.404308706521988,5ad0db46e1f2284dc90a0ed8,5,2,65,109.0
2Rad-Center Lichtenrade,Bike Shop,Groß-Ziethener Str. 2,Tempelhof-Schöneberg,Lichtenrade,52.39357,13.4077,5884c853e9dad13b1f1683dd,5,1,67,185.0
H Rhinstraße,Bus Stop,Steinstr.,Tempelhof-Schöneberg,Lichtenrade,52.393211,13.398107,52e9f4e611d2a8885d9846f8,4,2,14,158.0
Döner XL,Doner Restaurant,Bahnhofstr. 24,Tempelhof-Schöneberg,Lichtenrade,52.38671778687133,13.400038962687345,5023a98ae4b0dc2236600b9f,5,2,64,82.0
Odama,Furniture / Home Store,Steinstrasse 37,Tempelhof-Schöneberg,Lichtenrade,52.390227701150096,13.395716257336492,4c8a0c916418a143841fdcce,6,3,13,156.0
Netto Deutschland - schwarz-gelber Discounter mit dem Scottie,Discount Store,Bahnhofstr. 45-46,Tempelhof-Schöneberg,Lichtenrade,52.386274,13.401282,4dec9e42e4cdc079f4ba2f15,4,1,81,230.0
Blume 2000,Flower Shop,Bahnhofstr. 17,Tempelhof-Schöneberg,Lichtenrade,52.386684,13.402719,5a9fa54565cdf86b8a68bd85,6,2,10,27.0
Woolworth,Department Store,Bahnhofstr. 21-22,Tempelhof-Schöneberg,Lichtenrade,52.38685979,13.40125119,4dd4ebbb22716ea3ce67fe11,5,3,54,63.0
Parfümerie Gabriel,Perfume Shop,Bahnhofstraße 12-13,Tempelhof-Schöneberg,Lichtenrade,52.38687292,13.40399878,505d8da6e4b03a383a5546fe,4,3,98,105.0
Pizzeria La Vado,Italian Restaurant,Wünsdorfer Straße 107,Tempelhof-Schöneberg,Lichtenrade,52.3886709,13.3946007,574c6a21498e31fbcb071a0b,5,3,64,174.0
sami swoi,Eastern European Restaurant,Wünsdorfer Str. 98,Tempelhof-Schöneberg,Lichtenrade,52.388696654468546,13.394286461766852,4ee4652a7ee50feb34673316,5,1,91,227.0
Mäc-Geiz,Discount Store,Bahnhofstr. 28,Tempelhof-Schöneberg,Lichtenrade,52.386758038543526,13.40465179843197,5138a34d45b0c9917d287a44,5,1,90,155.0
Lichtenrader Hof,Restaurant,Alt-Lichtenrade,Tempelhof-Schöneberg,Lichtenrade,52.39536270959234,13.41089199967867,50267394e4b0fe423d4f2858,5,3,58,277.0
Wein und Winzerfest Lichtenrade,Festival,Alt-Lichtenrade,Tempelhof-Schöneberg,Lichtenrade,52.38976,13.40949,5d73fa31fd25b600082b6b7b,5,3,56,46.0
Suppenküche Lichtenrade,German Restaurant,Finchley Str.,Tempelhof-Schöneberg,Lichtenrade,52.39065258624342,13.402402853273497,50252e53e4b0f736eca47f6a,5,2,68,18.0
B60,German Restaurant,Bahnhofstr. 60,Tempelhof-Schöneberg,Lichtenrade,52.38674547303759,13.405508995056152,4e6c9a0cd1649db799ae2357,5,3,51,139.0
Sonnenstudio Sun Times,Tanning Salon,Bahnhofstr. 12-13,Tempelhof-Schöneberg,Lichtenrade,52.38665666604009,13.404109677334878,4e944014b8f772c30c5ebdd6,5,2,33,71.0
Bernd's Snack Imbiss,Hot Dog Joint,Bahnhofstr. 21,Tempelhof-Schöneberg,Lichtenrade,52.386811,13.400955,4f4b5823e4b04587837db244,5,2,51,112.0
Sportplatz Halker Zeile,Soccer Field,Halker Zeile,Tempelhof-Schöneberg,Lichtenrade,52.39643965417705,13.402226707056423,4f43cbe8e4b06bcb6d194ce4,6,3,27,31.0
Ihre Brille,Optical Shop,Bahnhofstr. 54,Tempelhof-Schöneberg,Lichtenrade,52.386516,13.404667,4f507109e4b07af68d8de2f9,9,1,2,204.0
AAA-Lichtenrade,Medical Center,Groß-Ziethener-Straße 35,Tempelhof-Schöneberg,Lichtenrade,52.3945284931553,13.41006570868392,50eed588e4b06c9e66d29e38,5,2,51,138.0
Minows Tabak Depot,Smoke Shop,Bahnhofstraße 57,Tempelhof-Schöneberg,Lichtenrade,52.38675026994859,13.405072434503126,5602c044498eb33b53ea40bf,5,2,90,165.0
Theodor Haubach Schule,College Quad,Grimmstr. 9-12,Tempelhof-Schöneberg,Lichtenrade,52.39718749140892,13.404780635866308,5236cc8c11d2b030257d8e5e,6,3,21,165.0
Bäckerei Exner,Bakery,Berliner Damm,Tempelhof-Schöneberg,Lichtenrade,52.395797944419435,13.402732488631075,4ee332d5aa1fd7f7533a4b95,5,4,84,215.0
Pho Co,Asian Restaurant,Lichtenrader Damm 269,Tempelhof-Schöneberg,Lichtenrade,52.38795,13.409468,57cedd74498e2cebab62d8a6,5,3,24,232.0
SpielFilmMusik,Toy / Game Store,Wünsdorfer Str. 98,Tempelhof-Schöneberg,Lichtenrade,52.386846680968574,13.4001479719151,4e9d3b438b81791d97a168fa,5,1,38,173.0
Dorfkirche Lichtenrade,Church,Alt Lichtenrade 109,Tempelhof-Schöneberg,Lichtenrade,52.391426,13.410911,4c6e773b6af58cfac8468c17,5,2,93,49.0
H Rehagener Str.,Bus Stop,Bahnhofstr.,Tempelhof-Schöneberg,Lichtenrade,52.38668472222222,13.403683,4dd542978877e2b7c5ec6120,5,2,60,126.0
Esso,Gas Station,Lichtenrader Damm 274,Tempelhof-Schöneberg,Lichtenrade,52.387811119154584,13.408801655570201,4ca5a95bd971b1f77272f8e0,5,4,86,46.0
Ulrich-von-Hutten,General College & University,Bahnhofstraße,Tempelhof-Schöneberg,Lichtenrade,52.38669142025356,13.3993039883928,4d8a107226a36ea88d7aecad,5,4,42,252.0
Lichtenrader BC,Soccer Field,Halker Zeile 160,Tempelhof-Schöneberg,Lichtenrade,52.39621133306082,13.402672443123153,4d9364617b5ea143b1aac7b8,4,2,71,126.0
Carl-Zeiss-Halle,High School,Lutherstrasse,Tempelhof-Schöneberg,Lichtenrade,52.39603795150977,13.404748434036279,4d503f61d7eaa14319df650f,5,3,14,292.0
HNO-Praxis Fazel,Doctor's Office,Groß-Ziethener-Straße 35,Tempelhof-Schöneberg,Lichtenrade,52.39383878404882,13.409290701875095,50eed49ce4b0a73ab9f152a0,5,4,52,129.0
Praxis Dr. Jörg Braun,Doctor's Office,Bahnhofstraße 12,Tempelhof-Schöneberg,Lichtenrade,52.38675300642358,13.403959619550182,4f9a73c2e4b087d95be99829,5,2,19,158.0
Hautarztpraxis Dres. Nussbaum und Grunow,Doctor's Office,Bahnhofstr. 23,Tempelhof-Schöneberg,Lichtenrade,52.387022708063185,13.400519976485246,4dd4ea5fd22d8e00fcd3e0f7,4,2,9,170.0
Berlin- Brandenburger Bauernmarkt,Market,Pfarrer-Lütkehaus-Platz,Tempelhof-Schöneberg,Lichtenrade,52.38688683322207,13.404900674601762,5426627f498eb1712cf3260c,5,2,72,98.0
Barrique,Gourmet Shop,Bahnhofstr. 29,Tempelhof-Schöneberg,Lichtenrade,52.38717915964435,13.396413169553835,55f29e90498ec97d6a871ee7,5,1,37,236.0
Salvatorgemeinde Lichtenrade,Church,Pfarrer-Lütkehaus-Platz 1,Tempelhof-Schöneberg,Lichtenrade,52.38627400633434,13.3978271484375,4eeaeef48231035d6bbe137e,5,2,83,98.0
Polizei Abschnitt 47,Police Station,Lichtenrader Damm 211,Tempelhof-Schöneberg,Lichtenrade,52.394217194551175,13.407444456061056,529c9f4e498e4a76ed2a2ca2,5,2,55,45.0
Deutsche Bank Filiale,Bank,Bahnhofstraße 47,Tempelhof-Schöneberg,Lichtenrade,52.38649719260982,13.401671414103475,523811bb11d2addf55cd3dd0,5,3,49,51.0
Kissal & Hundt,Dentist's Office,Bahnhofstraße 23,Tempelhof-Schöneberg,Lichtenrade,52.386818,13.400391,4f15ac67e4b03856f48ccc29,6,3,60,34.0
Dany's Backshop,Bakery,Bodmerstraße,Tempelhof-Schöneberg,Lichtenrade,52.392544216297075,13.398252396071568,533fa2d8498edc52cf8662a8,5,1,54,128.0
aima supermarket,Food & Drink Shop,Marienfelder Allee,Tempelhof-Schöneberg,Lichtenrade,52.393758,13.397797,4d2def12e0435481c564aced,4,2,42,238.0
Rathaus Berlin-Neukölln,City Hall,Karl-Marx-Str. 83,Neukölln,Neukölln,52.48159413863759,13.434272723067968,4b4f5931f964a5207c0227e3,5,4,22,62.0
Pi-Love,Doner Restaurant,Karl-Marx-Str. 84-86,Neukölln,Neukölln,52.480949,13.434997,5cbf3dbf23bb8e0038a28951,5,2,46,247.0
Rathaus Grill,Turkish Restaurant,Karl-Marx-Str. 75,Neukölln,Neukölln,52.4808544151138,13.43531410378765,4e68f81c7d8bef8fc4b06257,5,3,46,48.0
H U Rathaus Neukölln,Bus Stop,Erkstr.,Neukölln,Neukölln,52.48103675596137,13.436034520516863,53358cb0498e1d05b2eac919,5,3,91,260.0
REWE,Supermarket,Karl-Marx-Str. 92-98,Neukölln,Neukölln,52.479869620885246,13.435882104728648,4c545be130f92d7fafb15bba,5,2,79,86.0
La Grappa,Ice Cream Shop,Erkstraße 1,Neukölln,Neukölln,52.48112,13.435507,5b659585345cbe002c15fd79,5,2,82,81.0
Neukölln Arcaden,Shopping Mall,Karl-Marx-Str. 66,Neukölln,Neukölln,52.481974964856676,13.432478302900122,4adcda90f964a520384b21e3,5,4,77,172.0
Kropp Feinkost,Deli / Bodega,Karl-Marx-Str. 82,Neukölln,Neukölln,52.48126793521525,13.434805654104151,578f359c498e67c5866dcc73,5,2,22,288.0
o2 Shop Berlin,Mobile Phone Shop,Karl-Marx-Str. 84,Neukölln,Neukölln,52.4807367100854,13.434962332248688,4c2b044b355cef3b2f27cd56,5,2,70,292.0
Cineplex Neukölln,Multiplex,Karl-Marx-Str. 66,Neukölln,Neukölln,52.481990508185426,13.432541252252369,4fde1802e4b056ef3937a80e,5,2,3,23.0
Come 2 Eat,Turkish Restaurant,Karl-Marx-Str. 85,Neukölln,Neukölln,52.4810171609227,13.435104365072881,5238496111d23729546a60d0,6,3,5,92.0
U Rathaus Neukölln,Metro Station,Karl-Marx-Str.,Neukölln,Neukölln,52.48161399250983,13.43425301870894,4af03a80f964a520d2da21e3,5,3,67,154.0
Bezirksamt Neukölln,City Hall,Karl-Marx-Str. 83,Neukölln,Neukölln,52.48126434057738,13.435142040252686,4e5752a0d4c0ead697e8aaa7,5,4,47,124.0
Hertzbergplatz,Park,Hertzbergplatz,Neukölln,Neukölln,52.47767762624687,13.448273454876265,4d37247410248cfa473b8ccf,5,2,1,275.0
Lily Burger Beef & Vegan Grill Express,Burger Joint,Erkstr. 4,Neukölln,Neukölln,52.480983,13.436798,5b155a5c25ecca002c45195d,7,3,4,236.0
Thoben's Backwaren,Bakery,Karl-Marx-Str. 84/86,Neukölln,Neukölln,52.48093763513642,13.434884548187256,4dd229b97d8b4c6585e55fea,5,2,97,92.0
La Bolognina,Italian Restaurant,Donaustrasse 107,Neukölln,Neukölln,52.48241216588175,13.435651487321257,52e7a437498e8c11d51e65c6,5,2,41,257.0
dm-drogerie markt,Drugstore,Karl-Marx-Straße 92-98,Neukölln,Neukölln,52.47993707049382,13.436104090373988,4c87713751ada1cde5a84710,5,2,15,8.0
BVV-Saal Neukölln,City Hall,Karl-Marx-Straße 83,Neukölln,Neukölln,52.48149824400155,13.435138260636244,4f981548e4b0bae926bcfa24,5,2,14,236.0
TK Maxx,Clothing Store,Karl-Marx-Str. 92-98,Neukölln,Neukölln,52.4799358898261,13.436541318514688,4b7687d4f964a520b1502ee3,5,2,67,299.0
Babbo Bar,Italian Restaurant,Donaustr. 103,Neukölln,Neukölln,52.481695588044566,13.436558246612549,58755b6401f0772704b6e0d9,5,3,54,76.0
CDU Fraktion Neukölln,Government Building,Karl-Marx-Straße 83,Neukölln,Neukölln,52.48120692723471,13.435732744248938,4fccfa80e4b093c385b90872,5,4,38,291.0
Örnek Lahmacun,Turkish Restaurant,Karl-Marx-Straße 109,Neukölln,Neukölln,52.478455,13.438209,5c9ea79e6a5950002cf91ca2,6,2,22,77.0
Wonder Waffel,Dessert Shop,Neckarstr. 2,Neukölln,Neukölln,52.480427,13.435013,5086f639e4b0bdc4ffd12ce9,5,3,52,219.0
Çiğköftem,Cigkofte Place,Karl-Marx-Str. 75,Neukölln,Neukölln,52.48190212593204,13.433719205353386,5075b5f2e4b021b490a83c72,5,2,69,44.0
Lidl,Supermarket,Flughafenstr. 1,Neukölln,Neukölln,52.48171,13.4333699,4fcf61173ac6d9ec990372de,5,4,74,145.0
BIO COMPANY Karl-Marx-Straße,Organic Grocery,Karl-Marx-Str. 142A,Neukölln,Neukölln,52.4767441,13.4385289,501dbb3be4b004b1c67d36f5,5,2,11,96.0
Tandoori Palace,Indian Restaurant,Donaustr. 27,Neukölln,Neukölln,52.48218640943226,13.435851193022646,4f7cbecce4b02b9fc7840ae9,5,3,92,220.0
Forum-Apotheke am Rathaus Neukölln,Pharmacy,Karl-Marx-Str. 80,Neukölln,Neukölln,52.48146104299744,13.43466544950982,53689c13498e6d121ef7a561,5,3,42,117.0
Back-Factory,Bakery,Karl-Marx-Str. 78,Neukölln,Neukölln,52.48162240859083,13.434103091420639,4eea1b8561aff2afce4c185d,5,4,90,15.0
Bürgeramt 1 Neukölln,City Hall,Donaustr. 29,Neukölln,Neukölln,52.48153120081497,13.437017471408016,4ca31554750ca0931e751567,5,2,10,30.0
Zahnärzte Brandmann & Kollegen,Dentist's Office,Karl-Marx-Straße 84,Neukölln,Neukölln,52.48114450115132,13.434986584950698,525ebf1811d2540d35bdb02d,5,3,38,178.0
Rroma Aether Klub Theater,Theater,Boddingstr. 5,Neukölln,Neukölln,52.480932734536346,13.43341737985611,4df1e885d22d8c5470d7169c,5,2,80,105.0
Amtsgericht Neukölln,Courthouse,Karl-Marx-Str. 77,Neukölln,Neukölln,52.481481685344825,13.434451408829885,4d2d61c6a40da35d19839177,5,1,48,113.0
XL Cut,Salon / Barbershop,Karl-Marx-Straße 80,Neukölln,Neukölln,52.48151405,13.43454,4e2ae975ae605c533a3196eb,5,3,3,257.0
da Dalt,Ice Cream Shop,Karl-Marx-Str. 87,Neukölln,Neukölln,52.48053108830805,13.435602448035956,5086e01ce4b074c14356e108,5,2,73,71.0
C&A,Clothing Store,Karl-Marx-Str. 92-98,Neukölln,Neukölln,52.48005898275562,13.436353026046683,4bdae314c79cc9284c1a80e9,4,2,12,301.0
Quarkerei,Frozen Yogurt Shop,Leipziger Platz 12,Neukölln,Neukölln,52.510147,13.379789,55e19a31498e72a0dd02b4ab,5,2,99,291.0
Hotpod Yoga,Yoga Studio,Karl-Marx strasse 75,Neukölln,Neukölln,52.482059,13.434523,5a22755bc62b4940ba34588e,6,3,3,109.0
FIT-T9 Frauen-Fitness,Gym,Neckarstr. 24-25,Neukölln,Neukölln,52.48025403208325,13.436028729591358,513313bee4b0a24f8cd1c1c7,5,3,87,268.0
Deutsche Bank Filiale,Bank,Hermannstraße 256-258,Neukölln,Neukölln,52.48592473095941,13.424617425827023,4ba0ac39f964a520ea7637e3,5,3,44,31.0
kantine neukölln,Corporate Cafeteria,Karl-marx-str. 83,Neukölln,Neukölln,52.481855791208304,13.435840708442159,4b9f79d8f964a5201d2537e3,5,2,36,131.0
HNO Rathaus Neukölln,Doctor's Office,Erkstraße 1a,Neukölln,Neukölln,52.480871312484375,13.435585844974547,5069a4a4e4b0da82c7c2077a,5,3,27,143.0
Dres. Ramdohr | Praxis für Cardiovascular- und Ultraschalldiagnostik an der Karl-Marx-Straße,Doctor's Office,Karl-Marx-Straße 84-86,Neukölln,Neukölln,52.480718,13.434888,5a8d272f018cbb6c4c046e15,5,3,48,18.0
H&M,Clothing Store,Karl-Marx-Straße 92-98,Neukölln,Neukölln,52.48035381508165,13.435936263536686,4b76795cf964a520db4d2ee3,5,2,22,234.0
pan house pizza,Pizza Place,Neckarstr. 2,Neukölln,Neukölln,52.48042796980405,13.435206413269043,4f68c246e4b0cdd88fe9f0a8,5,4,69,97.0
Habibi,Dessert Shop,Erkstr. 6,Neukölln,Neukölln,52.4813012920531,13.43739866221142,5384b5d8498e60dfd7c024f1,5,2,20,65.0
Körnerpark,Park,Schierker Str.,Neukölln,Neukölln,52.47148940104489,13.437624343426899,4c34889b66e40f47b7a4c98b,5,4,20,87.0
LAGERBOX Berlin Neukölln,Storage Facility,Karl-Marx-Straße 92-98,Neukölln,Neukölln,52.480199,13.436187,50ed8208e4b02cc95bf17eaf,5,3,54,171.0
Curry am Rathaus,Fast Food Restaurant,Boddinstraße 1,Neukölln,Neukölln,52.4810797052377,13.434939627554023,4c767bc73adda143a21f0aaf,5,2,53,250.0
Gundi,Food & Drink Shop,Karl-Marx-Straße 84,Neukölln,Neukölln,52.480797,13.435189,5b9b6fca646e38002c981a9a,5,4,67,17.0
NewYorker,Clothing Store,Karl-Marx-Straße 66,Neukölln,Neukölln,52.481848344686306,13.434286163405346,4f927dfae4b0e29f542c3b87,5,1,26,179.0
