Name,Category,Address,Borough,Neighborhood,Latitude,Longitude,id,Rating,Price_cat,Tips,Likes
North York General Hospital,Hospital,4001 Leslie St,North York,Henry Farm,43.76897368914205,-79.36320931945093,4b6c7ba2f964a520bb3d2ce3,5,3,82,220.0
Dr. Huggins,Doctor's Office,29 Gervais Dr.,North York,Henry Farm,43.7650806529699,-79.34703147197303,4e4d42c622717c65aca6bb6f,6,4,50,157.0
Canadian Thrift Stores,Thrift / Vintage Store,394 Queen Street West,North York,Henry Farm,43.775365,-79.355213,4c1416baa9c220a1d801579d,5,2,67,100.0
CAPREIT Apartments,Residential Building (Apartment / Condo),24 Leith Hill Road,North York,Henry Farm,43.77664069360948,-79.35224175453186,4e7a4dbd185014887d79ea16,5,3,71,128.0
Stirling Room,Restaurant,16 Trinity St.,North York,Henry Farm,43.769482546110076,-79.34463872708679,4eeaa447775b8c899d1a3fe0,6,1,14,151.0
Henry Mulholland Cairn,Monument / Landmark,Manor Park Rd.,North York,Henry Farm,43.768578,-79.35928,51f55d72498eb7107dc282c2,5,1,48,71.0
Queen of peace croation catholic church,Church,9118 winston churchill blvd,North York,Henry Farm,43.76814,-79.34592,4e34602c7d8b0c62b2c910db,5,1,61,224.0
Firstbrook Pointon Benefits Consulting,Office,23 Lesmill Rd,North York,Henry Farm,43.766512751411426,-79.35209728711935,4e4a6dd918a83cda37db92ee,5,2,51,203.0
North York General Seniors Centre,Assisted Living,2 Buchan Court,North York,Henry Farm,43.773217,-79.359504,4c1263b182a3c9b65c98f9f8,5,3,91,149.0
Jennifer P. Tang,Professional & Other Places,220 Duncan Mills,North York,Henry Farm,43.762765,-79.352467,4e34d8b5b0fb59390e995178,4,2,32,165.0
Silvercity Fairview Cast Lounge,Coworking Space,1800 Sheppard Ave E,North York,Henry Farm,43.770152032020256,-79.35466034131079,4cfbef8c34c1a09354b7480e,5,4,95,225.0
St. Timothy Catholic Elementary School,Elementary School,25 Rochelle Cres,North York,Henry Farm,43.77492391481257,-79.35119025087816,4c842e64dc018cfaa71fdf6c,5,4,37,178.0
North York General Hospital - Paid Parking,Parking,4001 Leslie St,North York,Henry Farm,43.76816,-79.363256,5be726b59fca56002c763443,5,2,27,237.0
Thai Express -Ny General Cafe,Thai Restaurant,4001 Leslie St.,North York,Henry Farm,43.769054,-79.36342,5b858440f00a70002c42cfea,5,2,72,23.0
"Dr. Christopher Peskun, Orthopaedic Surgeon",Doctor's Office,"1333 Sheppard Avenue East, Suite 225",North York,Henry Farm,43.77134,-79.36155,5e20a882e04f490007952fd3,5,2,7,127.0
Dr Roger Buckley,Doctor's Office,1333 Sheppard Ave E,North York,Henry Farm,43.771564,-79.36173,5cc6fac2c876c8002cd13620,5,3,74,91.0
Graydon Hall Park,Playground,North York Division,North York,Henry Farm,43.764113916264314,-79.3455903318568,511d6481e4b0b7ae65e15c51,5,1,72,249.0
St Timothy's Catholic Church,Church,21 Leith Hill,North York,Henry Farm,43.77619967395332,-79.35031704113469,4e20c34e628469a5740ede59,5,3,69,96.0
The Gift Shop,Gift Shop,4001 Leslie St,North York,Henry Farm,43.768877,-79.363009,5be071986dcf04002ccd60ce,6,2,55,156.0
North York General Hospital - Pharmacy,Pharmacy,4001 Leslie St,North York,Henry Farm,43.769059,-79.362773,5be9a044610f04002c46fc48,5,1,12,144.0
Pizza Pizza,Pizza Place,4001 Leslie St.,North York,Henry Farm,43.769135,-79.362825,5b043b0ccd441c00398b1198,5,4,10,88.0
Cafeteria,Food Court,4001 Leslie St,North York,Henry Farm,43.769373,-79.36258,5be4614c35d3fc002c331e21,6,4,31,244.0
North York General Hospital - Mother & Baby Follow-Up Clinic,Maternity Clinic,4001 Leslie St,North York,Henry Farm,43.769214,-79.363009,5be987bb58002c002c47dd63,5,1,67,26.0
North York General Hospital - Pre-Operative Clinic,Hospital,4001 Leslie Street - Floor 4 South-East Wing,North York,Henry Farm,43.769509900376626,-79.36304752394688,50117387e4b053556f91ac9b,5,1,76,49.0
North York General - Mother And Baby Unit,Hospital Ward,4001 Leslie St,North York,Henry Farm,43.769203,-79.362687,5be58b63ecb3ed0032d6ccc3,4,4,38,116.0
Medical Arts Building,Medical Center,1333 Sheppard Ave E,North York,Henry Farm,43.77167475239676,-79.36102366992004,4b68a074f964a520a0832be3,5,1,38,263.0
North York Medical Arts Building,Doctor's Office,1333 Sheppard Ave. East,North York,Henry Farm,43.77154821679587,-79.36088905185669,4b02baeaf964a5208a4922e3,5,1,11,133.0
Jugo Juice,Juice Bar,"4001 Leslie Street, Foodservice, North York General Hospital",North York,Henry Farm,43.769445,-79.362506,5d26327a79ad5e00239db27d,5,3,89,40.0
Garage,Women's Store,"1800 Sheppard Ave. East,1021",North York,Henry Farm,43.7725192,-79.35852,5915f0236e465058f71b71de,4,3,16,199.0
St. Matthew the Apostle Oriole,Church,80 George Henry Blvd,North York,Henry Farm,43.77359834873916,-79.350837734566,501d5b3de4b0d7d701c6cd38,5,3,65,137.0
Rice Cosmetic Surgery,Medical Center,1333 Sheppard Avenue East,North York,Henry Farm,43.771837562821375,-79.36070680618286,542daa2c498e68715dc876d2,5,3,18,143.0
Henry Farm Community Tennis Club,Tennis Court,Havenbrook Park,North York,Henry Farm,43.76766937219664,-79.35773491859435,4e57b9edb9935d203cfc9b9e,5,4,68,42.0
Subway,Sandwich Place,4001 Leslie Street,North York,Henry Farm,43.769554,-79.362572,5be4bbec8496ca002ce13190,5,2,23,3.0
Irish Optical,Optical Shop,1333 Sheppard Ave E,North York,Henry Farm,43.7714295,-79.3614133,5092f785e4b0b538e3e8a963,5,4,64,283.0
75 Havenbrook Blvd.,Residential Building (Apartment / Condo),75 Havenbrook Blvd.,North York,Henry Farm,43.768644442146346,-79.34892740349069,4d16e6c0bb488cfaf602a9d4,4,4,42,228.0
The Harold Green Building,Residential Building (Apartment / Condo),121 Parkway Forest Dr.,North York,Henry Farm,43.76966,-79.34591,4cc9b8badbc376b0a588a4bc,5,3,100,230.0
Ontario Association of Architects,Office,111 Moatfield Drive,North York,Henry Farm,43.7589559557138,-79.34852209338646,4c335d8916adc928297bc39c,5,2,75,216.0
Aztec’s Mine,Mexican Restaurant,1986 Bloor Street West,Old City of Toronto,"High Park North, West Bend",43.65292935473941,-79.46858398069155,5556ccb2498ed73c5ee740d9,5,2,16,226.0
Eagles Nest Golf Club,Golf Course,10000 Dufferin St.,Old City of Toronto,"High Park North, West Bend",43.86444819395177,-79.49131045679218,4bf7fae84a67c928e27724cf,5,3,79,29.0
Bayview Golf & Country Club,Golf Course,25 Fairway Heights Drive,Old City of Toronto,"High Park North, West Bend",43.809391023757826,-79.37528500183012,50023a3de4b023056dc0059e,6,2,99,277.0
Humberside Collegiate Institute,High School,280 Quebec Ave,Old City of Toronto,"High Park North, West Bend",43.65959909063031,-79.47079773614958,4bd04c39046076b0cfa76f71,5,4,43,265.0
Children's Garden,Garden,High Park,Old City of Toronto,"High Park North, West Bend",43.656717927116944,-79.46547474512889,4c17083f5e88c928fd1a2566,5,4,74,218.0
LA Fitness,Gym,43 Junction Road,Old City of Toronto,"High Park North, West Bend",43.66769493590236,-79.46412139514005,59dfcca726659b77af2d198f,5,2,66,180.0
Zipcar,Rental Car Location,40 High Park Avenue,Old City of Toronto,"High Park North, West Bend",43.6566312126845,-79.4675842026547,4c52e06e384c76b0b317012b,5,2,39,159.0
Early Enrichment Day Care,Daycare,288 Humberside Avenue,Old City of Toronto,"High Park North, West Bend",43.659212,-79.467808,4d272776c406721e7e1965b6,5,2,80,238.0
High Park Executive Suites,General Travel,106-107 quebec avenue,Old City of Toronto,"High Park North, West Bend",43.655984,-79.467792,4c53704406901b8d80f8124a,6,2,2,131.0
Western Technical Commercial School,High School,125 Evelyn Cres,Old City of Toronto,"High Park North, West Bend",43.65671439262875,-79.47558761472882,4b7896b4f964a520bfd82ee3,5,2,32,160.0
Teddy Bear Academy,School,High Park,Old City of Toronto,"High Park North, West Bend",43.65931251740064,-79.46754574943576,4f27e30de4b06003784d821b,5,3,14,276.0
TTC Stop #5120 Eastbound 30 Lambton,Bus Stop,High Park Ave,Old City of Toronto,"High Park North, West Bend",43.65729859573706,-79.46693167090416,4eea1c16e5e83b43198c9fe4,5,2,93,14.0
TTC Stop #3697 Westbound 30 Lambton,Bus Stop,94 High Park Ave.,Old City of Toronto,"High Park North, West Bend",43.657010426410466,-79.4666500389576,4eea19cae5e83b43198c4923,5,3,27,200.0
Parkview Cleaners,Laundry Service,1984 Bloor st West,Old City of Toronto,"High Park North, West Bend",43.652909706093475,-79.46825595418339,4bc0a887abf49521e092bf93,5,2,85,217.0
system reload inc,Juice Bar,2100 Bloor st w,Old City of Toronto,"High Park North, West Bend",43.652805,-79.470125,4b7ab4f8f964a5204d382fe3,5,4,65,173.0
299 Glenlake Avenue,Residential Building (Apartment / Condo),299 Glenlake Avenue,Old City of Toronto,"High Park North, West Bend",43.65690313439683,-79.46529346136049,4f1b449ee4b0288a02ebd485,6,2,21,98.0
The Vegetarian Restaurant,Juice Bar,2849 Dundas St. West,Old City of Toronto,"High Park North, West Bend",43.656791919709946,-79.4681170527443,4ad4c05cf964a520d6f520e3,5,2,44,162.0
Bark & Fitz,Pet Store,1959 Bloor St. W,Old City of Toronto,"High Park North, West Bend",43.653563958212395,-79.47018799742047,4ae49e8df964a520669c21e3,4,1,80,165.0
Swan Cleaners,Laundry Service,517 Annette Street,Old City of Toronto,"High Park North, West Bend",43.657134,-79.472053,4da61f695da3e8486b7d7b5f,5,3,92,278.0
Legendary 114 Pacific,Residential Building (Apartment / Condo),114 Pacific Ave,Old City of Toronto,"High Park North, West Bend",43.65632250145034,-79.46666479110718,500df297e4b07a2aedb8ff35,5,2,52,266.0
Lismer Hall,Concert Hall,280 Quebec Ave,Old City of Toronto,"High Park North, West Bend",43.654851,-79.473731,50d4fe92e4b0afbc0dcb25b2,1,1,1,151.0
Mackenzie's High Park,Pub,1982 Bloor St W,Old City of Toronto,"High Park North, West Bend",43.65298143876948,-79.46838482412966,4b5a9f92f964a52042ce28e3,5,3,97,221.0
Brass Vixens,Recreation Center,2130 Bloor st W,Old City of Toronto,"High Park North, West Bend",43.658162233232666,-79.4723632629738,55738b10498ecafe59a04eea,4,2,14,40.0
David Crighton Art Studio (by appt only),Art Studio,107 High Park Ave,Old City of Toronto,"High Park North, West Bend",43.65750042203775,-79.46536487622109,4df8d01a45dd816eb5a80a1f,5,3,2,279.0
High Park Music,Music Venue,259 Annette St.,Old City of Toronto,"High Park North, West Bend",43.662138,-79.472135,553fe1e6498e03267f283cc4,4,3,27,173.0
Acacia's Amusingly Awesome Apartment,Theme Park,207 High Park Ave,Old City of Toronto,"High Park North, West Bend",43.661002,-79.468076,4de2a06dd22d2a4ecdcabd70,5,3,73,60.0
Edward Jones Investing,Office,12 Clendenan Ave,Old City of Toronto,"High Park North, West Bend",43.65289357395243,-79.46990784583487,50fedc72e4b020b574d02780,5,2,91,26.0
100 High Park Ave,Residential Building (Apartment / Condo),100 High Park Avenue,Old City of Toronto,"High Park North, West Bend",43.65661102480747,-79.4671172696203,54807aa9498e531aaca17ec6,2,1,2,247.0
Body Buster Fitness High Park Junction Bootcamp,Gym / Fitness Center,355 Annette Street,Old City of Toronto,"High Park North, West Bend",43.65325070982493,-79.47424735280947,53b9b74c498ebfb1adf293d1,5,1,53,219.0
Ravina Park,Park,Clendenan,Old City of Toronto,"High Park North, West Bend",43.660953730646014,-79.472722903121,4c2cee67e760c9b6de014449,5,4,26,146.0
Elections Ontario Glenlake,Government Building,255 Glenlake Avenue,Old City of Toronto,"High Park North, West Bend",43.656584079960105,-79.46552967953347,4e8dc2294690501c9d8e396f,5,2,26,217.0
The Student School,Student Center,125 Evelyn Cresent,Old City of Toronto,"High Park North, West Bend",43.65729596166685,-79.47412101563468,4f2c257be4b0dd6b77c76563,5,2,36,221.0
Garden's Food,Food & Drink Shop,1964 Bloor St West,Old City of Toronto,"High Park North, West Bend",43.65311589276982,-79.46770817568816,4c5f93ce832fa593bfffedd3,5,3,39,122.0
Silver Circle,Coworking Space,100 High Park Avenue,Old City of Toronto,"High Park North, West Bend",43.65654760611298,-79.46728706359863,4f6a1954754ac0bbff0a8a1a,5,1,78,263.0
Minto property,Building,35 high park ave,Old City of Toronto,"High Park North, West Bend",43.65530502851214,-79.46558461390518,4b3eb0a8f964a520dfa025e3,5,4,23,7.0
High Park Village Fitness,Gym / Fitness Center,65 High Park Avenue,Old City of Toronto,"High Park North, West Bend",43.655577317000144,-79.46526867033697,4b6d9551f964a5200f7e2ce3,5,2,66,84.0
St Cecilia Catholic School,Elementary School,161 Annette St,Old City of Toronto,"High Park North, West Bend",43.66063815418455,-79.47454512119293,4c1cc2ceb9f876b0525d7c46,4,1,23,209.0
Zip-Car,Rental Car Location,100 High Park Avenue,Old City of Toronto,"High Park North, West Bend",43.656879439895754,-79.46735143661499,4f1491e46d863f284d1e2736,5,2,23,73.0
High Park Tennis Club,Tennis Court,2100 Bloor Street West,Old City of Toronto,"High Park North, West Bend",43.656019818624834,-79.46710078958746,4ad4c064f964a5208bf820e3,5,2,24,221.0
High Park Tuck Shop,Convenience Store,95 High Park Avenue,Old City of Toronto,"High Park North, West Bend",43.65666565106496,-79.46662836072059,4f1618e0c2ee45f86ad2c636,5,3,98,24.0
Twenty Gothic,Residential Building (Apartment / Condo),20 Gothic Ave,Old City of Toronto,"High Park North, West Bend",43.65377088583459,-79.46798521383494,4c7053e99c6d6dcb085ed27a,5,4,70,166.0
95 High Park,Housing Development,95 High Park Ave.,Old City of Toronto,"High Park North, West Bend",43.65679105817327,-79.46556264016044,503418bbe4b0ea245a54522f,5,3,70,63.0
Kingsway Chiropratic In The Junction,Chiropractor,3021 Dundas St,Old City of Toronto,"High Park North, West Bend",43.65545312379591,-79.47147130966187,5c01bd0f03369300395afa00,5,3,93,19.0
Money Mart,Bank,15 Keele St.,Old City of Toronto,"High Park North, West Bend",43.654768264323344,-79.46494737317211,5047505ae4b001f46359a6d9,5,4,67,21.0
Sleep Country,Mattress Store,2100 Bloor Street W,Old City of Toronto,"High Park North, West Bend",43.653040598947186,-79.47010559998408,4b5a17fbf964a520c0ac28e3,5,2,28,199.0
Ursula Franklin Academy,High School,146 Glendonwynne Rd,Old City of Toronto,"High Park North, West Bend",43.65654010396257,-79.47474720688139,4d263ac0a813224b8122f0b1,5,2,94,125.0
Outdoor Pool,Pool,40 High Park Ave,Old City of Toronto,"High Park North, West Bend",43.654596909161754,-79.4652000726128,4ffaec1ee4b0f3316448ca04,5,3,55,265.0
High Park Subway Station,Metro Station,1874 Bloor St. W.,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65392565450594,-79.46686756442625,4adfbd8df964a520257d21e3,5,3,8,155.0
Bennett Parkette,Park,10 gothic ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65391879339464,-79.4671871696148,4e4c7bfad4c083e9648ba9c6,6,4,26,292.0
Innate Health Centre,Spa,5 Quebec Ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65326690673828,-79.46688079833984,4e3d6691a809ba757c08ea14,5,4,46,141.0
IDA High Park,Pharmacy,1938 Bloor Street West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65331554198388,-79.46681112650649,4bcf76d2b221c9b6b916d2d0,5,3,50,112.0
40 High Park Ave,Residential Building (Apartment / Condo),40 High Park Ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.654718,-79.466366,58b3ce8c076be15eeb0a0650,5,3,93,238.0
High Park Deli Express,Deli / Bodega,1960 Bloor St W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65313882502173,-79.46765170932755,4b2eb71ef964a5208be524e3,5,3,76,292.0
Black Oak Cafe,Food Truck,High Park,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.653356828497955,-79.46671076127944,4bb8f6111261d13a8b27e998,5,3,68,80.0
1950 Bloor St West,Residential Building (Apartment / Condo),1950 Bloor St West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.653356,-79.467419,4db4ebc41e7248d135ab328f,5,3,14,108.0
High Park Chess Club,Gaming Cafe,High Park,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65454610637592,-79.46643059907751,4b898fa5f964a520d34132e3,4,4,64,127.0
F45 Training Bloor West Village,School,2100 Bloor Street West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.6526222,-79.4710037,4c97567b533aa09341ead845,5,1,99,15.0
65 High Park Ave.,Residential Building (Apartment / Condo),65 High Park Ave.,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65354593366077,-79.46578787079461,4d82b32799b78cfa1546911f,5,2,58,137.0
Rabba Fine Foods,Convenience Store,1840 Bloor Street West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65408229951796,-79.46340677360011,582fdaeded0a3259e684ef8e,5,2,95,201.0
66 Pacific Ave,Residential Building (Apartment / Condo),66 Pacific Ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.6553381446919,-79.46404643907012,50735675e4b04e82735d672f,5,2,61,194.0
System Fitness,Gym,2100 Bloor St. W.,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.652348322402425,-79.47126007281913,4b3045f9f964a5207ff824e3,5,1,14,122.0
The UPS Store,Shipping Store,2100 Bloor st. W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65238602418929,-79.47088562608265,4c18e68d834e2d7f93832980,5,3,29,298.0
Global Pet Food,Pet Store,2100 Bloor Street West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65248625779149,-79.47046408794637,4b5f5a2ef964a520aeb529e3,5,2,67,25.0
Melonheads,Salon / Barbershop,2100 Bloor St W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65220744570974,-79.4713854984757,4ba634f6f964a520913b39e3,4,2,19,230.0
Ellis Park Medical,Doctor's Office,1959 Bloor St W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.652259,-79.470388,595e90df531593143d3aed0a,5,2,69,179.0
Grenadier Retirement Residence,Assisted Living,2100 Bloor St W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65252749335512,-79.47088104839256,4dbc500bfa8cee7273499061,4,4,26,154.0
1830 Bloor St West,Residential Building (Apartment / Condo),1830 Bloor St West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65418088352471,-79.46272649815772,56ad5015498e83964e0cb056,6,2,26,114.0
High Park Trackless Train,Theme Park Ride / Attraction,1873 Bloor Street West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65064025126503,-79.46657892034978,4c7c1976bd346dcb232dfdef,5,3,37,82.0
111 Pacific Ave,Building,111 Pacific Ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65616535762669,-79.46401347789873,4dc214a245ddd5b5b6a5ad74,5,3,11,139.0
Hannah's Cafe,Café,1822 Bloor St West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65417877973123,-79.46270298773376,5827446810a3441bad10b2f5,5,3,26,104.0
Hannah's Cafe and Bakery,Restaurant,1822 Bloor St W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.6541206,-79.4627643,5841b15dc7ec6b39be1c4211,5,2,93,180.0
Pacific Dental,Dentist's Office,6 Pacific avenue,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.654305,-79.463861,4c6abf64c946e21e4e7bed8e,5,3,28,18.0
22 Oakmount Rd,Building,22 oakmount rd,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.655418702063095,-79.46427887992601,4bc59e344a9aa593aea8067b,5,1,37,26.0
High Park Early Learning Centre,Daycare,17 High Park Ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.6541,-79.46541,4c60704a1e5cd13a82aba1ed,5,3,36,35.0
Running Room,Sporting Goods Shop,"2100 Bloor St W, Unit 3",Old City of Toronto,"High Park, Roncesvalles and Swansea",43.652622,-79.471003,4b898dc3f964a520404132e3,5,1,80,17.0
Sidewalk Juice Bar And Cafe,Café,2100 Bloor street west,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.652466,-79.47122,58769dcdd6fe90221c234437,5,1,28,277.0
Wasabi restaurant,Japanese Restaurant,1730 Bloor St,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65389077524994,-79.4656230679458,4c6a24fb0e98a593106a2659,5,3,73,218.0
High Park FA's home,Residential Building (Apartment / Condo),1946 Bloor W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.653336,-79.467258,531ac2b3498efd00160fb3e5,4,1,49,37.0
Esso,Gas Station,Near indian grove and bloor st w,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65391033462963,-79.46569997597874,4ca5fdba931bb60ce5d98ee2,5,3,76,76.0
Towns Natural Health Clinic,Medical Center,322 1/2 Bloor St W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.652575,-79.470983,4cb9c197f50e224b6f44effb,5,2,18,62.0
Pace Foot Clinic,Doctor's Office,22 Quebec Ave,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65177188737651,-79.46351905890774,4f6a4550e4b013a56f474ee4,5,3,39,267.0
Timothy Milligan Dentist,Dentist's Office,1790 Bloor Street West,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65540072200699,-79.46198634311486,4c657d49b80abe9a2154cae5,5,4,55,76.0
MRK HQ,Food Truck,45 Oakmount Rd.,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.655791,-79.462908,4e18d1c2fa76194645958e6c,5,2,19,259.0
Casa de Nana,Karaoke Bar,45 Oakmount Rd.,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65583914564711,-79.46269502133909,4e18deb8d1648b834837519f,5,2,45,116.0
Hairfree Laser Skin Clinics,Doctor's Office,2100 Bloor Street W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.65183575663776,-79.47044134140015,4ecd4d0a10813651da1a37f3,6,4,42,12.0
High Park Chiropractic & Integrated Health Centre,Doctor's Office,2100 Bloor St. West. Unit 10,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.6524127582465,-79.47051758642591,4ddd4de47d8b3654d514b326,5,3,76,230.0
Body Buster Bootcamp,Athletics & Sports,High Park,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.651577630820285,-79.46694697580477,4c5eed1e6ebe2d7ff5dcd62e,5,1,4,173.0
Digsville,Pet Store,1959 Bloor St. W,Old City of Toronto,"High Park, Roncesvalles and Swansea",43.6524674340496,-79.47066590109208,4b23e011f964a520d35b24e3,5,2,26,244.0
Snappy's Food Mart,Miscellaneous Shop,7 - 3600 Ellesmere Rd,Scarborough,Highland Creek,43.79026824761087,-79.17370246989348,4b96b844f964a5202be034e3,5,2,63,118.0
University of Toronto Scarborough College Tennis Club,Tennis Court,130 Old Kingston Road,Scarborough,Highland Creek,43.791464381153176,-79.18435591353382,4f09dbe3e4b0596c901db7f5,5,4,66,81.0
Foudy Chiropractic,Medical Center,223 Morrish Road,Scarborough,Highland Creek,43.78407892143051,-79.1711639359925,4ecffc8f0aafd1868e6bd463,6,2,14,211.0
Wine Kitz,Winery,385 Old Kingston Rd.,Scarborough,Highland Creek,43.78361229378082,-79.1696047782898,4fd782c8121d5844a7034bfd,5,2,48,245.0
"Gillian Radford, R.M.T.",Medical Center,223 Morrish Road,Scarborough,Highland Creek,43.784096,-79.17076,5911f84ab2958f1a2e7f5e8d,5,1,52,258.0
Toronto Public Library - Highland Creek Branch,Library,3550 Ellesmere Rd.,Scarborough,Highland Creek,43.79001110925584,-79.17490570718468,4bfc1edfa118a593e0fe6db6,5,3,60,239.0
Klassic Dry Cleaners Repairs & Alterations,Laundry Service,3600 Ellesmere Rd. #12A,Scarborough,Highland Creek,43.790492946810424,-79.17393032600708,4f0e0969e4b0d8e3c11b076b,6,3,2,148.0
Hillsborough Dental Centre,Dentist's Office,108 Corporate Drive Unit18,Scarborough,Highland Creek,43.795090885008584,-79.18170554279972,506f6e18e4b0efff48d0c0da,4,1,8,244.0
North York Women's Centre,Office,"2446 Dufferin St, Toronto, ON M6E 3S9",Scarborough,Highland Creek,43.78846809024106,-79.17508755680053,4f9c319fe4b008dde194c2d1,6,4,45,295.0
Intensive Care Center,Medical Center,4 - 3600 Ellesmere Ave,Scarborough,Highland Creek,43.79021132623707,-79.17430400848389,4b96babcf964a520bce034e3,5,2,76,81.0
In The Spirit Yoga And Wine Bar,Yoga Studio,376 Old Kingston Road,Scarborough,Highland Creek,43.785709725469324,-79.16976417796441,4dfccc96483b96a3aaa70485,5,2,66,85.0
Cibc,Bank,371 Old Kingston Rd,Scarborough,Highland Creek,43.78343548881977,-79.17046405956604,4fc654cee4b0a4bd4340ddc6,4,2,16,176.0
Lavender Rose Flowers,Flower Shop,368 Old Kingston Rd,Scarborough,Highland Creek,43.7837498216438,-79.1709875896641,4ebd95df469002701a5553ce,5,3,79,158.0
Jenny's Nail Salon,Nail Salon,6075 Old Kingston Rd,Scarborough,Highland Creek,43.78384844568234,-79.16884385333636,4dd59db8d1647fcf3e1e7b19,5,4,30,158.0
Mark’s Pizzas,Pizza Place,371 Old Kingston Rd,Scarborough,Highland Creek,43.783293,-79.169771,5e7401a3948c0000083f2b08,5,2,53,175.0
Northern Smokes,BBQ Joint,371 Old Kingston Rd,Scarborough,Highland Creek,43.78271,-79.16972,5e07dd0c52308a00081f33cb,5,3,85,183.0
Shamrock Burgers,Burger Joint,6070 Old Kingston Rd.,Scarborough,Highland Creek,43.78382252268771,-79.16840631604676,4b96e31cf964a5207deb34e3,5,4,31,246.0
UTSC Valley,Trail,Old Kingston Road,Scarborough,Highland Creek,43.78144703727813,-79.17692807566293,519cbc08498e711c3b30638c,5,3,80,81.0
"Re/Max West Realty Inc., Brokerage",Office,6074 Kingston Rd,Scarborough,Highland Creek,43.78362271521059,-79.16948863260701,4ee765c2e5faffd734601b54,4,3,29,149.0
Handyman Connection,Office,4537 Kingston Rd,Scarborough,Highland Creek,43.78390143556434,-79.17099861131925,4f9196cfe4b047933dc23cc6,6,2,49,138.0
Northern Amerex Inc.,Office,13-400 Monarch Avenue,Scarborough,Highland Creek,43.793297,-79.175177,4dde5b7f18387791399b8c4f,5,2,30,284.0
Highland Fish & Chips,Fish & Chips Shop,3357 Ellesmere Rd,Scarborough,Highland Creek,43.787587363000185,-79.18364200221102,4c8abfb93dc2a1cd43e0af32,5,2,47,27.0
Highland Harvest,Café,"396 Old Kingston Rd, Scarborough, ON M1C 1B6",Scarborough,Highland Creek,43.784192,-79.169507,5c4ca053a4ba7c002caa7a60,6,2,4,37.0
Not Just Patties,African Restaurant,396 Old Kingston Rd,Scarborough,Highland Creek,43.78382830999186,-79.16876118900967,4f452d7de4b0b62886684971,5,3,51,173.0
Fratelli Village Pizzeria,Italian Restaurant,384 Old Kingston Road,Scarborough,Highland Creek,43.784008053246104,-79.16978707527669,4bccf9bf511f9521ce0eb4c7,5,1,22,67.0
Morrish Public School,School,Canmore Blvd,Scarborough,Highland Creek,43.79335620583688,-79.17841038367992,4cc5f84b9141370422bbcc55,5,2,67,58.0
West Hill Salvation Army,Non-Profit,305 Morrish Rd,Scarborough,Highland Creek,43.78555675632752,-79.17096554634995,4dbf29e96a23e5a549cfaeff,5,1,37,201.0
Highland Creek Public School,Elementary School,1410 Military Trail,Scarborough,Highland Creek,43.785073978818936,-79.17859773694275,50acfe36e4b02888e5b649cb,5,3,92,292.0
Sunshine Variety & Video,Convenience Store,11721 Sheppard Avenue East,Scarborough,Highland Creek,43.79472311073242,-79.1749883661443,510bc4b1e4b0681ba41d6152,5,3,96,89.0
Sew Here Sew Now,Arts & Crafts Store,370 Old Kingston Road,Scarborough,Highland Creek,43.783703,-79.170082,4e219f76c65b2b5e3548371e,5,3,78,100.0
